LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Male,GOLDEN RETRIEVER,BROWN,LYLE,15143,2017,12/28/2016 16:13
Dog Individual Female,LAB MIX,WHITE/BLACK,PUMPKIN,15133,2017,12/28/2016 16:13
Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,TOBY,15047,2017,12/29/2016 8:43
Dog Senior Citizen or Disability Male,SHETLAND SHEEP MIX,BROWN,CODY,15068,2017,12/28/2016 16:14
Dog Individual Male,MIXED,WHITE/BLACK,NUGGET,15116,2017,12/28/2016 15:16
Dog Individual Female,LABRADOR RETRIEVER,YELLOW,BAILEY,15143,2017,12/29/2016 8:43
Dog Individual Female,TAG,WHITE/BROWN,SUMMER,15243,2017,12/29/2016 8:43
Dog Individual Neutered Male,GER SHEPHERD,SABLE,MAX,15146,2017,12/28/2016 16:14
Dog Senior Citizen or Disability Male,CAV KING CHAR SPANI,OTHER,LEFTY,15228,2017,12/28/2016 16:31
Dog Individual Spayed Female,TAG,WHITE/BLACK,ROXY,15044,2017,12/29/2016 8:43
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,PEYTON,15044,2017,12/29/2016 8:43
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,TUCKER,15044,2017,12/29/2016 8:43
Dog Individual Male,ENG BULLDOG,WHITE/RED,????,15071,2017,12/29/2016 8:43
Dog Individual Male,MIXED,WHITE/BROWN,CHARLIE,15133,2017,12/28/2016 16:14
Dog Individual Female,MIXED,BLACK/BROWN,HARLIE ROSE,15133,2017,12/28/2016 16:14
Dog Senior Citizen or Disability Female,MALTESE MIX,TRI-COLOR,PENELOPE ANN,15037,2017,12/28/2016 16:14
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,KELLIE COCOA,15106,2017,12/28/2016 16:04
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,BEIGE,GOLDEN SUNNYRAE,15106,2017,12/28/2016 16:04
Dog Individual Spayed Female,LAB MIX,BROWN,ROSIE,15216,2017,12/29/2016 8:43
Dog Individual Neutered Male,MALTESE,WHITE,BO,15237,2017,12/28/2016 16:31
Dog Individual Neutered Male,POMERANIAN,BROWN,BEAR,15133,2017,12/29/2016 12:21
Dog Senior Citizen or Disability Male,PUG,BLACK/BROWN,LUKE,15102,2017,12/29/2016 12:21
Dog Senior Citizen or Disability Male,PUG,BLACK/BROWN,LUKE,15102,2017,12/29/2016 12:21
Dog Individual Neutered Male,CHIHUAHUA,BROWN,CHASE,15136,2017,12/29/2016 10:17
Dog Individual Spayed Female,MALTESE,WHITE,LILY,15122,2017,12/29/2016 15:14
Dog Individual Neutered Male,COCKER SPANIEL,MULTI,JOANN,15129,2017,12/29/2016 15:14
Dog Individual Spayed Female,LAB MIX,BROWN,BAILY,15227,2017,12/29/2016 15:14
Dog Individual Female,BULLDOG,BRINDLE,SUZIE,15146,2017,12/29/2016 16:05
Dog Individual Male,NORWICH TERRIER,BROWN,LIONEL,15084,2017,12/29/2016 16:05
Dog Senior Citizen or Disability Spayed Female,POODLE MIX,WHITE/GREY,CHLOE,15229,2017,12/29/2016 16:05
Dog Individual Neutered Male,GOLDEN RETRIEVER,CREAM,ROMEO,15235,2017,12/29/2016 12:21
Dog Senior Citizen or Disability Neutered Male,BEAGLE,SPOTTED,TOBY,15014,2017,
Dog Individual Male,BEAGLE,SPOTTED,TOBY,15030,2017,
Dog Individual Male,BEAGLE,SPOTTED,TOBY,15030,2017,12/29/2016 12:14
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,DALLAS,15090,2017,12/29/2016 12:23
Dog Individual Neutered Male,GER SHEPHERD,BROWN,CHLOE VERZICH,15017,2017,12/30/2016 8:29
Dog Individual Neutered Male,BEAGLE,SPOTTED,HARLEY,15044,2017,12/29/2016 16:05
Dog Individual Neutered Male,VIZSLA,BLACK,SARGE,15044,2017,12/29/2016 16:05
Dog Individual Neutered Male,CHIHUAHUA MIX,BROWN,MAX,15037,2017,12/29/2016 16:05
Dog Senior Citizen or Disability Spayed Female,AM PIT BULL TERRIER,CINNAMON,ROXIE,15147,2017,12/29/2016 14:05
Dog Individual Male,GOLDENDOODLE,GOLD,NO NAME,15108,2017,12/29/2016 15:14
Dog Individual Neutered Male,BORD COLLIE MIX,WHITE/BLACK,DIGBY,15133,2017,12/29/2016 15:33
Dog Individual Spayed Female,CHIHUAHUA MIX,BLACK/TAN,ETHEL,15133,2017,12/29/2016 15:33
Dog Individual Spayed Female,BORD COLLIE,WHITE/BLACK,BOBO,15106,2017,12/29/2016 15:33
Dog Individual Male,LAB MIX,BLACK,KENAI,15065,2017,12/30/2016 8:29
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,BAXTER,15236,2017,12/29/2016 15:33
Dog Senior Citizen or Disability Female,MIXED,BLACK,STAR,15132,2017,12/29/2016 16:05
Dog Individual Spayed Female,TAG,BLACK,BELLA,15236,2017,12/30/2016 8:29
Dog Individual Neutered Male,MIXED,BLACK,CALLIE,15236,2017,12/30/2016 11:15
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,LUCCA,15106,2017,12/30/2016 11:42
Dog Individual Spayed Female,MIXED,BLACK/BROWN,PEPPER,15136,2017,12/30/2016 11:42
Dog Individual Male,MIXED,WHITE,BENNY,15215,2017,12/30/2016 11:42
Dog Senior Citizen or Disability Neutered Male,TERRIER,WHITE/BLACK,BOGER,15238,2017,12/30/2016 11:42
Dog Individual Neutered Male,BOXER,BROWN,MADDOX,15143,2017,12/30/2016 13:28
Dog Individual Spayed Female,BOXER,BROWN,MARILYN,15143,2017,12/30/2016 13:28
Dog Individual Spayed Female,COCKAPOO,SPOTTED,MURRY,15229,2017,12/30/2016 11:42
Dog Individual Neutered Male,CHIHUAHUA MIX,BLACK,CHEWIE,15102,2017,1/3/2017 8:57
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,POGO COOPER,15065,2017,12/30/2016 11:42
Dog Senior Citizen or Disability Spayed Female,NORW ELKHOUND,BROWN,VIVIDIN,15146,2017,1/3/2017 8:57
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,WHITE/BLACK,TONI,15045,2017,12/30/2016 11:42
Dog Individual Female,MIXED,BROWN,BETA,15238,2017,12/30/2016 11:42
Dog Individual Neutered Male,COLLIE MIX,BLACK,FRANCIS,15238,2017,12/30/2016 11:42
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,PRINCESS,15228,2017,12/30/2016 11:17
Dog Individual Neutered Male,POMERANIAN MIX,WHITE,GUCCI,15235,2017,12/30/2016 11:24
Dog Individual Male,LABRADOODLE,BROWN,TUCKER,15241,2017,12/30/2016 11:42
Dog Individual Male,MIXED,WHITE/BLACK,RUGER,15132,2017,12/30/2016 11:42
Dog Individual Spayed Female,GOLDENDOODLE,TAN,LOLA,15137,2017,12/30/2016 11:42
Dog Individual Spayed Female,GOLDENDOODLE,WHITE,FINLEY,15237,2017,12/30/2016 11:42
Dog Individual Spayed Female,BEARDED COLLIE,WHITE/GREY,MALI,15238,2017,12/30/2016 11:42
Dog Individual Spayed Female,BEAGLE MIX,TRI-COLOR,PENNY,15014,2017,12/30/2016 13:28
Dog Individual Spayed Female,NORW ELKHOUND,WHITE/BLACK,TIMBER,15136,2017,12/30/2016 13:28
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,ELLIE,15101,2017,12/30/2016 13:28
Dog Individual Neutered Male,CHINESE SHAR-PEI,FAWN,INDIANA JONES,15132,2017,12/30/2016 13:28
Dog Individual Male,BASSET HOUND,SPOTTED,DUKE,15116,2017,12/30/2016 13:28
Dog Individual Male,MIN PINSCHER,BROWN,WINSTON,15037,2017,12/30/2016 13:28
Dog Senior Citizen or Disability Neutered Male,BOXER,BRINDLE,FLYNN,15147,2017,12/30/2016 13:26
Dog Individual Male,TAG,OTHER,KEVIN COLL,15237,2017,1/3/2017 8:58
Dog Individual Male,BULLDOG,BLACK,JOHN COLL,15237,2017,1/3/2017 8:58
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,BRODIE,15065,2017,1/3/2017 8:39
Dog Individual Spayed Female,BOXER,BRINDLE,PHEONA,15237,2017,12/30/2016 13:56
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,CHLOE,15090,2017,1/3/2017 8:39
Dog Senior Citizen or Disability Spayed Female,PEKINGESE,BLACK/BROWN,HOLLEY,15236,2017,1/3/2017 8:51
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,FAWN,PHOEBE,15146,2017,12/30/2016 15:40
Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,SOPHIE,15136,2017,1/3/2017 8:39
Dog Individual Neutered Male,TAG,TAN,SCOUT,15108,2017,1/3/2017 8:39
Dog Senior Citizen or Disability Male,AUS SHEPHERD,WHITE/BROWN,BUDDY,15236,2017,1/3/2017 8:39
Dog Individual Neutered Male,PUGGLE,TAN,TIGGER,15241,2017,1/3/2017 8:52
Dog Individual Neutered Male,TAG,WHITE/BROWN,DAISY,15227,2017,1/3/2017 8:52
Dog Individual Female,AM STAFF TERRIER,BRINDLE,XENIA,15037,2017,1/3/2017 10:07
Dog Individual Spayed Female,MIXED,WHITE,CHLOE,15239,2017,1/3/2017 10:08
Dog Senior Citizen or Disability Neutered Male,HOUND MIX,BLACK/BROWN,PINTO,15235,2017,1/3/2017 10:08
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,MARLEY,15102,2017,1/3/2017 10:08
Dog Individual Spayed Female,JACK RUSSEL TERRIER,SPOTTED,JOSEY,15223,2017,1/3/2017 9:19
Dog Individual Male,DOBERMAN PINSCHER,BLACK/TAN,ZORRO,15321,2017,1/3/2017 14:03
Dog Individual Male,GOLDENDOODLE,BROWN/GOLD,CHEWY,15037,2017,1/3/2017 11:57
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,GIGI,15046,2017,1/3/2017 10:08
Dog Senior Citizen or Disability Spayed Female,POMERANIAN,BLACK/TAN,LIBBY,15065,2017,1/3/2017 14:03
Dog Senior Citizen or Disability Male,LAB MIX,BROWN,SULLY,15202,2017,1/3/2017 14:03
Dog Individual Spayed Female,TERRIER MIX,BLACK,CHLOE,15140,2017,1/4/2017 8:38
Dog Individual Male,FOX TERRIER TOY,WHITE/BLACK,BUDDY,15068,2017,1/3/2017 10:47
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BROWN,ROMAN,15071,2017,1/3/2017 14:04
Dog Senior Citizen or Disability Male,LAB MIX,SPOTTED,BEAUREGARD,15136,2017,1/3/2017 11:30
Dog Individual Neutered Male,CAV KING CHAR SPANI,SPOTTED,CHARLIE,15235,2017,1/3/2017 13:12
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,.,TRIX,15147,2017,1/4/2017 8:38
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,.,BOA,15147,2017,1/4/2017 8:38
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,.,CUJO,15147,2017,1/4/2017 8:38
Dog Senior Citizen or Disability Female,ROTTWEILER,BLACK/TAN,EVA,15122,2017,1/3/2017 13:33
Dog Senior Citizen or Disability Spayed Female,HAVANESE,BLACK,PEPPER,15116,2017,1/4/2017 9:01
Dog Senior Citizen or Disability Neutered Male,SCOTTISH TERRIER,BLACK,FIONNA,15223,2017,1/4/2017 9:01
Dog Individual Spayed Female,MIXED,BROWN,NUTTY,15227,2017,1/3/2017 14:54
Dog Individual Neutered Male,SCOTTISH DEERHOUND,GREY,SAGE,15090,2017,1/4/2017 8:38
Dog Individual Male,TAG,WHITE/BLACK/BROWN,DOUGH BOY,15132,2017,1/4/2017 8:38
Dog Senior Citizen or Disability Spayed Female,TAG,WHITE,PRINCESS,15133,2017,1/4/2017 8:38
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK/BROWN,BAYLIE,15133,2017,1/4/2017 8:38
Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,KONA,15220,2017,1/3/2017 15:04
Dog Individual Male,GREYHOUND,WHITE/BROWN,BUDDY,15132,2017,1/4/2017 8:38
Dog Individual Neutered Male,TAG,BLACK/BROWN,FINN,15239,2017,1/4/2017 8:38
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,TINO,15147,2017,1/4/2017 8:38
Dog Individual Spayed Female,POMERANIAN MIX,APRICOT,JAY,15220,2017,1/4/2017 8:39
Dog Senior Citizen or Disability Spayed Female,POMERANIAN MIX,APRICOT,JAY,15220,2017,1/4/2017 8:39
Dog Individual Spayed Female,CHIHUAHUA MIX,OTHER,DAISY,15090,2017,1/3/2017 16:34
Dog Individual Spayed Female,DACHSHUND,BLACK,CHLOE,15090,2017,1/3/2017 16:34
Dog Individual Male,AM PIT BULL TERRIER,GREY,TUYET,15146,2017,1/3/2017 16:25
Dog Individual Female,GOLDEN RETRIEVER,BLACK/BROWN,DUA BE',15146,2017,1/3/2017 16:25
Dog Individual Spayed Female,GER SHEPHERD,BLACK/RED,LEE,15235,2017,1/4/2017 15:56
Dog Individual Spayed Female,GER SHEPHERD,BLACK/RED,ELAINE,15235,2017,1/4/2017 15:56
Dog Individual Male,AM PIT BULL TERRIER,BROWN,DEMON,15136,2017,1/4/2017 15:56
Dog Individual Female,MIXED,WHITE/TAN,MOLLY,15065,2017,1/4/2017 15:49
Dog Individual Spayed Female,LAB MIX,BLACK,MACY,15071,2017,1/4/2017 15:56
Dog Individual Spayed Female,BEAGLE,WHITE/BROWN,BELLA,15223,2017,1/4/2017 15:56
Dog Individual Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,RILEY,15071,2017,1/4/2017 15:49
Dog Individual Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,JEWELZ,15071,2017,1/4/2017 15:49
Dog Individual Female,MIXED,BROWN,CLOVER,15110,2017,1/4/2017 15:57
Dog Individual Female,PUG,TAN,PUMKIN,15108,2017,1/4/2017 15:14
Dog Individual Spayed Female,SCHNOODLE,BROWN,COCO,15090,2017,1/4/2017 15:57
Dog Individual Neutered Male,MIXED,WHITE/BRINDLE,CHAOS,15209,2017,1/4/2017 13:51
Dog Individual Male,PUGGLE,BROWN,CHARLIE,15147,2017,1/4/2017 14:13
Dog Individual Male,BORD COLLIE MIX,WHITE/BLACK,LOKI,15239,2017,1/4/2017 15:14
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,AVA,15211,2017,1/5/2017 9:17
Dog Individual Neutered Male,LABRADOR RETRIEVER,WHITE,OLIVER,15211,2017,1/5/2017 9:17
Dog Individual Neutered Male,GREYHOUND,BLACK,ROBBY,15209,2017,1/4/2017 15:14
Dog Individual Neutered Male,LAB MIX,BROWN,MILO,15116,2017,1/5/2017 9:17
Dog Individual Female,GER SHEPHERD,BLACK/BROWN,MISTY LEE,15037,2017,1/5/2017 8:35
Dog Individual Spayed Female,COCKER SPANIEL MIX,BLACK,BAILEY,15024,2017,1/5/2017 8:35
Dog Individual Male,MALTESE,WHITE,FINN,15237,2017,1/4/2017 15:49
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BROWN,BEEFCAKE,15116,2017,1/4/2017 15:49
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,ZEUS,15108,2017,1/5/2017 8:36
Dog Individual Male,GOLDEN RETRIEVER,GOLD,ZEUS,15108,2017,1/5/2017 8:36
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,BELL CHEESE,15101,2017,1/5/2017 10:04
Dog Individual Spayed Female,LAB MIX,BLACK,REMI,15037,2017,1/5/2017 11:21
Dog Individual Spayed Female,BEAGLE MIX,BLACK/BROWN,BLACKIE,15037,2017,1/5/2017 11:21
Dog Individual Neutered Male,GR SWISS MTN DOG,TRI-COLOR,BEAR,15116,2017,1/5/2017 8:54
Dog Individual Neutered Male,BASSET HOUND,BLACK/BROWN,WINSTON,15106,2017,1/5/2017 9:46
Dog Individual Female,LABRADOR RETRIEVER,BLACK,ALLIE BEAR HOLTEN,15018,2017,1/5/2017 16:35
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,SYDNEY,15236,2017,1/5/2017 16:35
Dog Individual Male,BOXER MIX,FAWN,THOR,15237,2017,1/6/2017 9:06
Dog Individual Neutered Male,MALTESE MIX,WHITE/BROWN,TEDDY,15106,2017,1/5/2017 16:35
Dog Individual Male,PUG,FAWN,TANK,15145,2017,1/5/2017 11:21
Dog Senior Citizen or Disability Spayed Female,HAVANESE,WHITE,BAILEY,15057,2017,1/6/2017 9:06
Dog Senior Citizen or Disability Female,CAV KING CHAR SPANI,WHITE/BROWN,CHARLOTTE,15108,2017,1/5/2017 11:21
Dog Individual Spayed Female,CHIHUAHUA MIX,BLACK/BROWN,KAHLUA,15147,2017,1/5/2017 11:27
Dog Senior Citizen or Disability Neutered Male,SCOTTISH TERRIER,BLACK,COLIN,15129,2017,1/6/2017 9:06
Dog Individual Neutered Male,MORKIE,WHITE/BLACK,JACK,15202,2017,1/6/2017 9:06
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,SAMMY,15238,2017,1/6/2017 9:06
Dog Individual Neutered Male,GOLDEN RETRIEVER,BROWN,KODA,15238,2017,1/6/2017 9:06
Dog Individual Male,ENG BULLDOG,BROWN,BUELLER,15146,2017,1/6/2017 9:06
Dog Individual Spayed Female,LAB MIX,BROWN,GRETA,15236,2017,1/6/2017 9:06
Dog Senior Citizen or Disability Male,CHIHUAHUA,BLACK/BROWN,HERBIE,15071,2017,1/5/2017 16:35
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BROWN,BLUE,15221,2017,1/6/2017 9:07
Dog Individual Male,AM PIT BULL TERRIER,WHITE/GREY,OPTIMUS,15221,2017,1/6/2017 9:07
Dog Individual Male,POODLE STANDARD,BROWN,BUSTER,15044,2017,1/5/2017 12:50
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BROWN,ALI,15110,2017,1/6/2017 9:07
Dog Individual Neutered Male,LAB MIX,BLACK,BAXTER,15202,2017,1/6/2017 9:07
Dog Individual Neutered Male,SFT COAT WHEAT TERR,MULTI,FINHEAN,15049,2017,1/5/2017 12:50
Dog Individual Male,GER SHEPHERD,TRI-COLOR,BAELOR,15235,2017,1/5/2017 15:51
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,SHELBY,15049,2017,1/5/2017 12:50
Dog Individual Spayed Female,PAPILLON,SPOTTED,TRIXIE,15237,2017,1/5/2017 12:50
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,TY,15148,2017,1/5/2017 15:12
Dog Individual Spayed Female,TAG,WHITE/BLACK,BELLA,15132,2017,1/6/2017 8:40
Dog Individual Male,BEAGLE,SABLE/WHITE,TJ,15236,2017,1/6/2017 9:07
Dog Individual Spayed Female,BORD COLLIE,WHITE/BLACK,ROXY,15239,2017,1/6/2017 8:40
Dog Individual Neutered Male,AUS CATTLE DOG,SPOTTED,ARROW,15006,2017,1/6/2017 9:07
Dog Individual Spayed Female,MIXED,WHITE/BLACK,OLIVIA,15090,2017,1/5/2017 16:35
Dog Individual Neutered Male,BOXER,BROWN,BOSS,15108,2017,1/6/2017 9:07
Dog Senior Citizen or Disability Female,TEDDY ROOSE TERRIER,WHITE/BLACK,SUGAR,15239,2017,1/5/2017 15:12
Dog Senior Citizen or Disability Female,TEDDY ROOSE TERRIER,WHITE/BLACK,SPICE,15239,2017,1/5/2017 15:12
Dog Senior Citizen or Disability Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,PIP,15045,2017,1/6/2017 9:07
Dog Individual Spayed Female,BOXER MIX,WHITE/BLACK/BROWN,KHOLE,15126,2017,1/6/2017 9:07
Dog Individual Male,LABRADOR RETRIEVER,TAN,CHIP,15120,2017,1/5/2017 15:12
Dog Individual Neutered Male,SHIH TZU,BRINDLE,TUCKER,15239,2017,1/6/2017 9:07
Dog Individual Spayed Female,BEAGLE MIX,OTHER,EDIE,15221,2017,1/6/2017 9:07
Dog Individual Male,BISHON FRISE MIX,BEIGE,TEDDY,15145,2017,1/6/2017 9:07
Dog Individual Neutered Male,BOXER,BROWN,BAXTER,15025,2017,1/6/2017 9:07
Dog Individual Female,MIXED,.,COOKIE,15241,2017,1/5/2017 15:12
Dog Individual Spayed Female,POODLE STANDARD,WHITE,PEARL,15218,2017,1/6/2017 9:07
Dog Individual Male,BISHON FRISE MIX,.,BOBBY,15241,2017,1/5/2017 15:12
Dog Senior Citizen or Disability Male,GER SHEPHERD,BLACK,FALCO,15235,2017,1/6/2017 9:07
Dog Individual Male,LABRADOR RETRIEVER,WHITE,REX,15106,2017,1/5/2017 16:35
Dog Individual Spayed Female,TAG,BLACK,NOXY,15025,2017,1/6/2017 9:07
Dog Individual Neutered Male,MIXED,BROWN,ZIGGY,15215,2017,1/6/2017 9:07
Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,TYSON,15102,2017,1/6/2017 8:41
Dog Senior Citizen or Disability Neutered Male,DOBERMAN PINSCHER,WHITE/BLACK/BROWN,TANGO,15122,2017,1/6/2017 9:07
Dog Individual Spayed Female,MIXED,BROWN,DAISY,15102,2017,1/6/2017 9:07
Dog Individual Neutered Male,AM PIT BULL TERRIER,TAN,STANLEE,15122,2017,1/6/2017 9:07
Dog Individual Neutered Male,MIXED,BROWN,BEAR,15218,2017,1/6/2017 9:07
Dog Individual Spayed Female,BELG MALINOIS,FAWN,BAILY,15218,2017,1/6/2017 9:07
Dog Individual Neutered Male,AKITA,BLACK,BRINKS,15135,2017,1/6/2017 9:07
Dog Senior Citizen or Disability Spayed Female,AUS SHEPHERD,BROWN,BINDY,15037,2017,1/5/2017 16:35
Dog Senior Citizen or Disability Female,AUS SHEPHERD,BROWN,BINDY,15037,2017,1/5/2017 16:35
Dog Individual Male,MORKIE,BLUE/TAN,CHUEE SHINJO,15147,2017,1/5/2017 16:35
Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,FRANKIE,15071,2017,1/6/2017 11:41
Dog Senior Citizen or Disability Spayed Female,PUG,FAWN,SUNSHINE,15234,2017,1/6/2017 11:42
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,WHITE/TAN,TIPPY,15140,2017,1/6/2017 11:42
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD MIX,BLACK/TAN,ROLLY,15102,2017,1/6/2017 11:42
Dog Individual Neutered Male,LAB MIX,BLACK/BROWN,LEO,15241,2017,1/6/2017 11:42
Dog Senior Citizen or Disability Neutered Male,DOBERMAN PINSCHER,BLACK/BROWN,FORREST,16059,2017,1/6/2017 11:42
Dog Individual Male,CHIHUAHUA,BROWN,CHIQUITIN,15146,2017,1/6/2017 11:42
Dog Individual Female,CHIHUAHUA,WHITE/TAN,TESS,15025,2017,1/6/2017 11:42
Dog Individual Female,CHIHUAHUA,WHITE/BLACK/BROWN,ONYX,15122,2017,1/6/2017 11:42
Dog Individual Neutered Male,AUS CATTLE DOG,SPOTTED,BRADLEY,15221,2017,1/6/2017 11:42
Dog Individual Spayed Female,AM PITT BULL MIX,BLACK,ROXI,15116,2017,1/6/2017 11:42
Dog Individual Spayed Female,AM PITT BULL MIX,BLACK,ROXI,15116,2017,1/25/2017 13:22
Dog Senior Citizen or Disability Male,BOSTON TERRIER,WHITE/BLACK,SAM,15065,2017,1/6/2017 14:42
Dog Individual Spayed Female,LHASA APSO,TAN,MEGAN,15108,2017,1/6/2017 14:42
Dog Individual Spayed Female,LHASA APSO,WHITE,MISSY,15108,2017,1/6/2017 14:42
Dog Senior Citizen or Disability Spayed Female,TAG,BROWN,SALSA,15146,2017,1/6/2017 15:48
Dog Individual Spayed Female,AM PITT BULL MIX,BLACK/BROWN,DIAMOND,15108,2017,1/6/2017 11:42
Dog Senior Citizen or Disability Neutered Male,MIXED,TAN,TIGER,15132,2017,1/6/2017 15:48
Dog Senior Citizen or Disability Spayed Female,POODLE MIX,APRICOT,COCO,15241,2017,1/6/2017 15:17
Dog Individual Male,GER SHEPHERD,BLACK,ARLO,15231,2017,
Dog Individual Neutered Male,GREYHOUND,BLACK,OSCAR,15216,2017,1/6/2017 11:42
Dog Individual Male,GER SHEPHERD,BLACK,ARLO,15231,2017,1/6/2017 11:42
Dog Individual Neutered Male,BOSTON TERRIER,WHITE/BLACK,ROSIE,15236,2017,1/9/2017 9:10
Dog Individual Neutered Male,BEAGLE MIX,RED/BROWN,LOUIE,15102,2017,1/6/2017 15:17
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK/BROWN,ROXY,15235,2017,1/9/2017 9:10
Dog Individual Female,COLLIE,WHITE/BROWN,SADDIE,15084,2017,1/6/2017 11:42
Dog Individual Female,SCOTTISH TERRIER,BLACK,SADIE,15133,2017,1/6/2017 11:42
Dog Individual Female,LABRADOR RETRIEVER,SILVER,YEMI,15218,2017,1/6/2017 11:42
Dog Individual Male,MIXED,MULTI,BIGGY,15106,2017,1/6/2017 14:42
Dog Individual Female,MIXED,SPOTTED,NOEL,15065,2017,1/6/2017 12:00
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,TAN,SCRUFFY,15101,2017,1/6/2017 14:43
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BLACK/BROWN,ZEUS,15209,2017,1/9/2017 9:10
Dog Senior Citizen or Disability Male,NEWFOUNDLAND,GREY,DUSTY,15136,2017,1/6/2017 15:17
Dog Individual Female,GOLDEN RETRIEVER,GOLD,RIPLEY,15108,2017,1/6/2017 15:07
Dog Individual Male,TERRIER MIX,GOLD,CHASE,15132,2017,1/6/2017 15:07
Dog Senior Citizen or Disability Spayed Female,PUG,BLACK,BEETLE JUICE,15017,2017,1/6/2017 14:12
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,BOUNCE,15237,2017,1/6/2017 15:18
Dog Individual Male,AUS CATTLE DOG,BLACK/SILVER,DAISY,15146,2017,1/9/2017 8:39
Dog Senior Citizen or Disability Neutered Male,LHASA APSO,BLONDE,BUDDY,15091,2017,1/6/2017 14:12
Dog Individual Spayed Female,ROTTWEILER,BLACK,NITTANY,15137,2017,1/6/2017 14:12
Dog Individual Spayed Female,BLOODHOUND,BROWN,HONEY,15025,2017,1/6/2017 15:18
Dog Senior Citizen or Disability Male,BRITTANY SPANIEL,SPOTTED,MR WIGGLES,15209,2017,1/6/2017 15:18
Dog Individual Neutered Male,RHODESIAN RIDGEBACK,BROWN,COLUMBO,15129,2017,1/6/2017 14:43
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,TEDDY,15129,2017,1/6/2017 14:43
Dog Individual Neutered Male,YORKSHIRE TERR MIX,TAN,BUDDY,15068,2017,1/6/2017 15:18
Dog Individual Spayed Female,TAG,RED,BOOMER,15228,2017,1/9/2017 8:39
Dog Individual Neutered Male,TERRIER MIX,BLACK,GRINGO,15120,2017,1/6/2017 15:18
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,SKYE,15014,2017,1/6/2017 15:18
Dog Individual Spayed Female,LAB MIX,WHITE/BROWN,JOSIE,15234,2017,1/6/2017 14:52
Dog Individual Neutered Male,LAB MIX,BROWN,BANDIT,15044,2017,1/6/2017 15:18
Dog Individual Male,LABRADOR RETRIEVER,WHITE,FINNEGAN,15108,2017,1/6/2017 15:18
Dog Individual Female,BOSTON TERRIER,WHITE/BLACK,PUDDY,15216,2017,1/6/2017 15:18
Dog Senior Citizen or Disability Female,POMERANIAN,BLACK/BROWN,KOKOMO,15209,2017,1/6/2017 15:18
Dog Senior Citizen or Disability Female,POODLE MIN,WHITE/APRICOT,TAMMY SUE,15108,2017,1/6/2017 15:18
